Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,RAM,Storage Capacity,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Purchase Date,Ship Date,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Finance Amount,Credit Score,Discount Amount,Cost Price,Sale Price
Africa,Botswana,Kgatleng,CK Tech Store,9,Microsoft,Surface Studio,SSD,8GB,500GB,John,Barber,652-015-5898x3972,larryfoster@example.org,Karen Hale,Repairs,Bank Transfer,44392,44422,Online,High,2625,865,15677,0,751,255,14998,18264
North America,Ohio,Newark,Greens Laptops and PCs,6,Dell,G Series,SSD,2GB,1TB,Jeffrey,Stone,593.729.9118x83293,zacharyanderson@example.com,Ann Johnson,New Sales,Bank Transfer,44296,44322,Online,Low,0,844,9014,0,518,909,6362,9063
Africa,Botswana,Ghanzi,Benjis Tech,1,HP,Spectre,HDD,2GB,500GB,Elizabeth,Kennedy,001-254-663-3218x39492,dblair@example.com,Heather Singleton,New Sales,Cash,44336,44342,Online,Low,0,750,11636,0,505,470,10813,14877
North America,California,Chula Vista,A & A PCs,5,Lenovo,IdeaPad Flex 5,HDD,8GB,1TB,Lisa,Jackson,9004312919,adam50@example.net,Rachel Mitchell,New Sales,Cash,45259,45261,Online,High,0,165,8880,0,684,14,5807,10368
Africa,Botswana,Kgatleng,DEF Machines,7,Lenovo,IdeaPad Flex 5,HDD,4GB,500GB,Patrick,Dunn,059.664.7319x799,barkernicholas@example.com,Justin Schroeder,Returns,Finance,45204,45207,Online,Low,0,134,11970,23541,709,117,10003,12282
Africa,Botswana,Ghanzi,ABC Computers,6,Lenovo,IdeaPad Flex 5,HDD,2GB,256GB,Jonathan,Murray,001-086-547-5251x8257,medinajoshua@example.net,Michael Byrd,Returns,Cash,44415,44424,Online,Low,0,637,19148,0,806,606,19099,24040
Africa,Ethiopia,Amhara,KyaSand Tech Gadgets,8,Toshiba,Portege,HDD,16GB,1TB,Jennifer,Ortiz,(736)991-2624,angela33@example.org,Joseph Good,Second-hand Sales,Finance,44884,N/A,Offline,High,0,409,27611,21342,402,535,26505,30301
North America,Georgia,Kennesaw,Western International PCs,8,Asus,ZenBook UX425,HDD,2GB,256GB,Jeffrey,Parker,+1-762-681-0749x846,raymond49@example.org,Michael Turner,New Sales,Bank Transfer,44460,44487,Online,Medium,0,560,19988,0,609,987,16762,21381
North America,Texas,Denton,ABC Computers,5,Samsung,Galaxy Book S,HDD,4GB,500GB,Anthony,Gomez,-7986,wburnett@example.net,Lauren Morales,Returns,Finance,45347,45377,Online,High,0,721,16491,3083,735,778,15106,17895
North America,New York,Valley Stream,CK Tech Store,3,HP,ZBook,HDD,16GB,1TB,John,Jordan,+1-811-870-6342x5112,elizabethsmith@example.org,Janet Hall,Repairs,Bank Transfer,45261,N/A,Offline,High,3282,528,26546,0,482,283,24053,28898
North America,Pennsylvania,Oil City,CK Tech Store,5,Dell,Venue,SSD,16GB,1TB,Robert,Mendoza,(149)727-3100x3138,kurt05@example.org,Nathan Villarreal,New Sales,Finance,44421,N/A,Offline,Medium,0,155,25677,26975,671,456,23648,25785
Africa,Botswana,Ghanzi,GHI Machines,8,Dell,Alienware,SSD,8GB,256GB,Keith,Pierce,+1-010-365-1697x92833,michelle15@example.org,Karen Hale,New Sales,Bank Transfer,44370,N/A,Offline,Medium,0,448,26504,0,632,920,26130,29189
Africa,Morocco,Kenitra Province,Mini Tech,3,Apple,Apple Macintosh Classic,HDD,4GB,500GB,Joseph,Robinson,+1-749-236-4907x012,lori94@example.net,John Whitney,New Sales,Cash,44607,N/A,Offline,Low,0,466,7395,0,739,493,7354,11622
North America,Pennsylvania,Harrisburg,Frankies Hardware and Software,6,Toshiba,Tecra,HDD,16GB,1TB,Jennifer,Jones,(382)550-8458x0325,sandra75@example.com,Carl Davis,Repairs,Finance,44957,44962,Online,Low,4059,947,26914,8795,633,105,26246,29732
North America,New York,Saratoga Springs,S & A Computer Place,8,Apple,Apple Macintosh Classic,HDD,2GB,500GB,Michelle,Perez,112.861.9685x11045,gilbert05@example.org,Jake Lee,Second-hand Sales,Bank Transfer,44735,N/A,Offline,Low,0,38,27935,0,603,704,25900,30798
Africa,Ghana,Brong-Ahafo,Ricks Computers,10,Microsoft,Surface Neo,SSD,8GB,500GB,Caleb,Caldwell,001-554-317-4862x285,johnsondiamond@example.org,Jessica Morgan,Second-hand Sales,Finance,45052,45065,Online,Medium,0,604,30105,31117,834,994,28753,32490
Africa,Angola,Lunda Norte,DEF Machines,2,MSI,GP65 Leopard,HDD,4GB,1TB,Melissa,Franco,877-264-6160x914,vazquezjeremy@example.com,Hector Robertson,Second-hand Sales,Cash,45356,45370,Online,Medium,0,250,18739,0,436,227,15785,19209
North America,Michigan,Midland,LJ Computers,2,Asus,ProArt StudioBook Pro X,HDD,4GB,500GB,Randy,Williams,(060)500-4994x37397,hopkinssheila@example.com,Kevin Padilla,Second-hand Sales,Bank Transfer,44930,N/A,Offline,Low,0,175,24730,0,770,245,21373,25099
Africa,South Africa,Free State,Mini Tech,5,Dell,G Series,SSD,16GB,500GB,Christopher,Wall,209-290-1120x95876,vduarte@example.com,Erin Williams,New Sales,Cash,45010,45027,Online,High,0,631,4207,0,843,993,2844,7191
Africa,Morocco,Jerada,A & A PCs,10,MSI,Alpha 15,SSD,4GB,256GB,Jennifer,Thompson,240-093-6063x157,whitakershawn@example.net,Justin Kemp,New Sales,Bank Transfer,45262,45276,Online,Medium,0,967,9140,0,676,15,7359,11438
North America,New York,Niagara Falls,DEF Machines,7,Lenovo,ThinkPad P15s,SSD,8GB,1TB,Brett,Stone,7442069052,donaldmitchell@example.org,Alan Newman,Repairs,Cash,44900,N/A,Offline,Low,1487,715,8353,0,455,757,7407,11487
North America,North Carolina,Statesville,GHI Machines,5,Acer,Predator Triton 500,HDD,8GB,500GB,Joseph,Duran,346-117-7674,christina81@example.net,Craig Wheeler,New Sales,Bank Transfer,44466,44496,Online,Medium,0,412,8931,0,699,841,8586,12336
North America,Georgia,Roswell,Western International PCs,6,Acer,Aspire E 15,HDD,2GB,256GB,Heather,Jenkins,640-889-1619x9292,craig76@example.org,Rebecca Brown,Returns,Cash,45160,45172,Online,Low,0,343,26304,0,572,338,25637,28927
North America,Georgia,Warner Robins,Ricks Computers,10,Lenovo,ThinkPad X1 Yoga,SSD,8GB,1TB,Kevin,White,758-687-5483x932,pmann@example.net,Michael Turner,Returns,Bank Transfer,44362,44365,Online,High,0,270,28381,0,579,733,25868,30244
Africa,Tanzania,Manyara,LJ Computers,3,MSI,GE76 Raider,HDD,8GB,1TB,Christopher,Jefferson,(428)451-0434x8663,cquinn@example.net,Jennifer Morales,New Sales,Cash,45346,45353,Online,High,0,97,31142,0,802,966,29504,31665
Africa,Botswana,South-East,Greens Laptops and PCs,4,HP,Stream,HDD,2GB,256GB,Lisa,Sanders,979.959.8567,cathy15@example.org,Michael Byrd,New Sales,Bank Transfer,45321,N/A,Offline,Medium,0,702,17630,0,730,664,15309,18065
North America,New York,Rochester,A & A PCs,6,Asus,ROG Strix Scar III,HDD,16GB,500GB,Margaret,Brown,001-041-409-5791x395,mroberts@example.net,Natalie Jimenez,Repairs,Finance,45038,45039,Online,Low,4418,305,19427,45863,411,469,17376,20578
North America,Florida,Miami,Frankies Hardware and Software,2,Toshiba,Qosmio,SSD,8GB,500GB,Russell,Lynch,001-818-797-1196x104,fbishop@example.org,Mary Kidd,New Sales,Bank Transfer,44732,N/A,Offline,Medium,0,139,10035,0,718,985,5629,10069
Africa,South Africa,KwaZulu-Natal,Benjis Tech,4,Apple,Apple Macintosh SE,HDD,8GB,256GB,Teresa,Alvarez,491.598.9989x5801,davideric@example.net,Pamela Zavala,Repairs,Bank Transfer,44876,44895,Online,High,2276,557,8152,0,751,884,5633,9691
North America,Pennsylvania,Hazleton,GHI Machines,10,Microsoft,Surface Neo,SSD,4GB,256GB,Felicia,Odonnell,+1-147-283-2676x567,fbrown@example.net,Thomas Perry,Returns,Finance,45139,N/A,Offline,Low,0,226,28937,43848,722,510,28634,32525
North America,Georgia,Savannah,Ricks Computers,10,Samsung,Notebook 9 Pro,SSD,16GB,256GB,April,Poole,182.712.8183x9103,baldwinpaula@example.org,Rebecca Brown,Repairs,Finance,44911,N/A,Offline,Medium,4359,43,27663,23464,615,558,25164,28132
Africa,Morocco,Meknes,ABC Computers,3,Apple,Apple Power Mac G5,SSD,16GB,1TB,Amber,Jones,488.876.2054x3523,ysmith@example.com,Gina Day,Second-hand Sales,Bank Transfer,44425,N/A,Offline,Low,0,808,29868,0,728,581,28911,32548
Africa,Kenya,Wajir,S & A Computer Place,8,Microsoft,Surface Pro,SSD,8GB,500GB,Cindy,Thomas,018-434-9836x181,bsuarez@example.com,Jeffrey Cook,Repairs,Cash,45059,N/A,Offline,High,1082,869,8455,0,845,57,5207,9986
North America,Ohio,Youngstown,Ricks Computers,10,Dell,Latitude,SSD,4GB,1TB,Jessica,Holmes,001-394-191-8730x072,sshort@example.net,Molly Johns,Second-hand Sales,Bank Transfer,44982,44991,Online,Medium,0,380,25077,0,798,907,24054,26158
North America,Illinois,Champaign,Greens Laptops and PCs,6,Apple,Apple Power Mac G5,SSD,16GB,256GB,Amy,Shah,169.908.2800,hbrady@example.com,Glenda Cohen,Repairs,Finance,44468,N/A,Offline,Medium,1990,74,20164,24985,760,866,18821,22967
Africa,Kenya,Nyeri,Greens Laptops and PCs,7,Lenovo,ThinkPad P15s,SSD,8GB,1TB,John,Mora,(958)768-9980x5981,matthewruiz@example.net,Jeffrey Cook,Second-hand Sales,Cash,45288,N/A,Offline,High,0,94,29017,0,668,259,27484,31196
North America,Pennsylvania,Reading,ABC Computers,10,Lenovo,IdeaCentre AIO 3,HDD,16GB,256GB,Laurie,Hall,731-593-1567,bmontgomery@example.net,Carl Davis,Repairs,Finance,45354,45373,Online,High,3236,748,25903,7458,526,332,24731,28956
Africa,Kenya,Nyandarua,Jacks Hardware,1,MSI,GF63 Thin,SSD,16GB,500GB,Crystal,Williams,(346)516-8654,dcarter@example.com,Kenneth Moore,New Sales,Bank Transfer,44778,44802,Online,High,0,115,27882,0,811,579,27340,31548
Africa,Egypt,Alexandria,DEF Machines,5,Toshiba,Tecra,SSD,2GB,1TB,Courtney,Baker,2227915040,donaldnichols@example.net,Evan Scott,Returns,Cash,45166,45174,Online,High,0,650,9300,0,519,726,9001,13488
Africa,Angola,Namibe,LJ Computers,4,Toshiba,Chromebook,HDD,4GB,500GB,Mark,Henry,678.423.6974x8783,wallaceaaron@example.net,Brian Clarke,Second-hand Sales,Cash,44764,44783,Online,High,0,16,29749,0,705,926,29122,32351
North America,New York,Yonkers,GHI Machines,5,Toshiba,Chromebook,SSD,4GB,1TB,Michael,Hale,(392)527-2083x05207,mgarcia@example.com,Alan Newman,New Sales,Bank Transfer,44367,N/A,Offline,Medium,0,658,26686,0,516,425,26603,30161
North America,Texas,Plano,LJ Computers,2,Samsung,Chromebook 4,SSD,2GB,256GB,Andrew,Mayer,1543399464,sanchezrichard@example.net,Melanie Taylor,Second-hand Sales,Finance,44751,N/A,Offline,High,0,802,18218,32165,572,471,13755,18730
Africa,Botswana,Ghanzi,ABC Computers,3,Acer,Aspire 7,SSD,16GB,500GB,Julia,Mcconnell,001-522-817-5335x36047,zcarney@example.net,Karen Hale,Second-hand Sales,Finance,44944,44954,Online,Low,0,570,6342,37556,639,166,4524,6701
North America,Ohio,Canton,ABC Computers,2,Acer,Spin 5,HDD,4GB,1TB,Megan,Murray,(121)261-7053x7658,kmckay@example.net,Jason Gentry,Repairs,Bank Transfer,45264,N/A,Offline,Medium,3922,253,12464,0,815,696,11400,14009
Africa,Ghana,Eastern,Western International PCs,8,Lenovo,ThinkPad X1 Carbon,HDD,8GB,500GB,Jonathan,Stanton,-8759,alishathompson@example.org,Troy Howell,Repairs,Cash,45289,45296,Online,Low,3847,94,5437,0,426,318,2704,6503
Africa,Angola,Namibe,Ricks Computers,10,Dell,G Series,HDD,4GB,500GB,Jennifer,Ware,880-024-8559x491,zamoradavid@example.net,James Thornton,Repairs,Bank Transfer,45328,N/A,Offline,High,2672,202,13050,0,808,53,10984,13505
Africa,Tanzania,Lindi,DEF Machines,4,Toshiba,Qosmio,HDD,4GB,500GB,Joseph,Wagner,9069667483,fdominguez@example.org,Jennifer Morales,Second-hand Sales,Finance,45230,N/A,Offline,Low,0,25,19283,19233,841,526,17514,20135
Africa,Ghana,Ashanti,Ricks Computers,5,Dell,G Series,HDD,2GB,1TB,Lee,Baker,(312)920-1803x679,bjames@example.net,Stephen Harmon,New Sales,Bank Transfer,44370,N/A,Offline,Medium,0,363,9013,0,684,607,8731,12843
North America,North Carolina,Greensboro,GH PC Shop,3,MSI,GP76 Leopard,HDD,2GB,1TB,Samantha,Mclaughlin,084.007.2258,qmoore@example.net,Robert Wood,Second-hand Sales,Cash,45044,45052,Online,Medium,0,918,27016,0,591,768,26992,29950
North America,New York,Middletown,XYZ Tech,2,Apple,Apple Mac Pro,HDD,16GB,1TB,Debra,Pope,001-697-805-8095,bishopscott@example.org,Natalie Jimenez,Second-hand Sales,Cash,44812,44837,Online,Medium,0,440,17239,0,508,425,15544,18741
Africa,Tanzania,Mwanza,A & A PCs,4,Samsung,Notebook 9 Pro,HDD,16GB,500GB,Jessica,Morris,(735)373-7938x3129,sloanchelsea@example.com,David Osborn,Returns,Cash,45262,45289,Online,Medium,0,222,9452,0,539,277,9270,11718
North America,Texas,McKinney,ABC Computers,1,HP,Omen,SSD,8GB,500GB,Sarah,Anderson,3793481121,nicholssean@example.net,Lauren Morales,New Sales,Cash,45319,N/A,Offline,Medium,0,895,21732,0,506,8,19440,22024
Africa,Botswana,Southern,Western International PCs,2,MSI,GE76 Raider,HDD,4GB,1TB,Brianna,Lawson,142.859.5621x3031,daniel15@example.net,Lisa Williams,New Sales,Bank Transfer,44897,44927,Online,Low,0,907,23720,0,423,944,21296,25875
North America,Illinois,Berwyn,CK Tech Store,3,Microsoft,Surface Pro,SSD,8GB,1TB,Laura,Hunter,001-298-131-6657,ubailey@example.com,Katie Fernandez,Returns,Bank Transfer,44348,N/A,Offline,Low,0,63,23960,0,460,467,23317,26289
Africa,Nigeria,Taraba,Jacks Hardware,9,Asus,TUF Gaming A15,HDD,4GB,256GB,Sharon,Martin,317-032-1314x92522,qmurphy@example.com,Pamela Morgan,New Sales,Bank Transfer,44940,44968,Online,Low,0,222,22880,0,522,157,19217,22890
Africa,South Africa,Western Cape,Western International PCs,2,Samsung,Chromebook 4,SSD,8GB,500GB,Mary,Smith,935.691.2754x38135,morenorandy@example.org,Mary Nelson,Repairs,Finance,45314,45320,Online,High,3245,277,9518,18602,671,124,8658,12577
North America,Texas,Houston,XYZ Tech,5,Lenovo,ThinkPad X1 Carbon,SSD,16GB,1TB,Mark,Davis,634-199-6116,joe32@example.net,Amanda Brown,Returns,Cash,45267,N/A,Offline,Medium,0,724,28576,0,685,774,26527,30195
Africa,South Africa,Limpopo,LJ Computers,1,HP,Omen,SSD,2GB,500GB,Susan,Soto,001-365-224-2276,daniel33@example.org,Mark Landry,Returns,Finance,44698,44725,Online,Medium,0,996,13345,6505,500,593,12112,15769
Africa,Kenya,Makueni,ABC Computers,10,Microsoft,Surface Pro,SSD,16GB,1TB,Gary,Cummings,+1-820-942-7749x950,clarkbrian@example.org,Jeffrey Cook,New Sales,Bank Transfer,45315,N/A,Offline,Medium,0,501,29272,0,515,641,27975,31028
Africa,Tanzania,Katavi,Frankies Hardware and Software,10,MSI,GE76 Raider,HDD,8GB,256GB,Sheila,Cruz,001-557-736-7608x45558,johnsonrebecca@example.org,David Osborn,Returns,Cash,44923,N/A,Offline,Medium,0,108,27079,0,658,981,26586,30438
Africa,South Africa,Northern Cape,XYZ Tech,3,Microsoft,Surface Duo,HDD,4GB,500GB,Amber,Scott,001-445-822-6388x607,kayla64@example.net,Pamela Zavala,Repairs,Bank Transfer,45287,N/A,Offline,Medium,4209,974,16751,0,842,31,13440,17846
North America,Florida,Fort Lauderdale,Benjis Tech,3,Samsung,Notebook 9 Pen,HDD,4GB,500GB,Jamie,Parker,859.072.0945,xdixon@example.net,Richard Patterson,Repairs,Bank Transfer,44385,44415,Online,Medium,2229,585,29211,0,775,331,27981,32023
Africa,Nigeria,Kogi,Greens Laptops and PCs,5,Lenovo,ThinkPad X1 Carbon,SSD,8GB,1TB,Jeffery,Wright,623.260.5962,donpark@example.net,Mary Shaw,Returns,Bank Transfer,45153,45154,Online,Low,0,134,16151,0,645,888,12957,17732
Africa,Ghana,Eastern,CK Tech Store,10,Microsoft,Surface Hub,SSD,8GB,256GB,Michael,Edwards,001-050-183-3552x0311,duncanrebecca@example.org,Stephen Harmon,Second-hand Sales,Bank Transfer,44762,44773,Online,Low,0,877,22023,0,638,179,21824,24886
North America,Florida,Fort Lauderdale,Frankies Hardware and Software,6,MSI,Modern 15,HDD,8GB,500GB,Gregory,Dickson,144-303-3941x20246,lewisdavid@example.org,Jordan Jensen,Second-hand Sales,Finance,45210,45229,Online,High,0,473,7845,46030,645,901,7814,10232
North America,North Carolina,Wilmington,Western International PCs,7,Microsoft,Surface Neo,SSD,4GB,500GB,Desiree,Peck,455.061.4764,jodidixon@example.net,Brittany Franklin,Second-hand Sales,Bank Transfer,44288,N/A,Offline,High,0,512,18580,0,698,274,17550,19797
North America,Texas,Brownsville,GH PC Shop,9,Microsoft,Surface Duo,HDD,2GB,500GB,Krista,Garcia,-10077,amyrogers@example.net,Mike Miranda,Returns,Cash,44286,44295,Online,High,0,62,30790,0,588,282,29588,31992
North America,Pennsylvania,Bethlehem,Jacks Hardware,10,MSI,P65 Creator,SSD,8GB,256GB,Philip,Jenkins,(568)790-7741x7454,andrew16@example.org,Julia Dodson,New Sales,Finance,45003,45029,Online,High,0,773,22992,27476,519,780,21105,24724
Africa,Botswana,North-East,Greens Laptops and PCs,10,Microsoft,Surface Go,HDD,8GB,500GB,Bonnie,Smith,001-216-218-9548x08729,maddoxcharles@example.org,Carrie Gonzalez,Second-hand Sales,Bank Transfer,44655,44659,Online,Medium,0,288,6675,0,709,558,5621,8656
Africa,Kenya,Embu,LJ Computers,4,Apple,Apple MacBook Air,HDD,16GB,1TB,Amanda,Padilla,775183384,rjames@example.net,Amy Johnson,Returns,Finance,44691,N/A,Offline,Medium,0,59,8990,23136,677,35,4711,9053
North America,Illinois,Bloomington,Benjis Tech,4,Microsoft,Surface Go,SSD,8GB,1TB,David,Rodriguez,001-838-540-5501x469,jasonjohnson@example.com,Curtis Tucker,New Sales,Cash,45014,45043,Online,High,0,879,26386,0,623,826,25942,30204
Africa,Egypt,Ismailia,Greens Laptops and PCs,9,Toshiba,Libretto,HDD,4GB,500GB,Larry,Allen,(330)274-9374x347,tamarapoole@example.net,Mario Daniel,Repairs,Bank Transfer,44662,N/A,Offline,Low,2551,126,24902,0,484,173,22789,27220
Africa,South Africa,Limpopo,Ricks Computers,2,Toshiba,Qosmio,SSD,16GB,256GB,Catherine,Ellis,421-813-2543x1776,alan27@example.org,Daniel Lane,Second-hand Sales,Finance,44781,44784,Online,Medium,0,638,22617,34225,741,170,21465,24573
North America,North Carolina,Kannapolis,Benjis Tech,9,HP,Stream,SSD,4GB,1TB,Linda,Taylor,(101)231-3716,tara51@example.com,Robert Wood,Returns,Bank Transfer,44620,N/A,Offline,High,0,476,17659,0,478,949,16119,19170
North America,Georgia,Kennesaw,Jacks Hardware,2,Asus,TUF Gaming A15,SSD,8GB,256GB,Jennifer,Nash,5143061469,fieldsandrew@example.org,Joe Thomas,New Sales,Bank Transfer,45033,N/A,Offline,High,0,93,33474,0,615,301,29354,34088
North America,Ohio,Lakewood,Jacks Hardware,3,Asus,ZenBook Flip S UX371,HDD,16GB,1TB,Sylvia,Perez,759.320.6008,flemingstephen@example.com,Molly Johns,Second-hand Sales,Cash,45152,N/A,Offline,Medium,0,184,10300,0,509,974,9435,12730
North America,Texas,Wichita Falls,GHI Machines,4,Samsung,Galaxy Chromebook 2,HDD,8GB,1TB,Randy,Park,8196995641,austinpeters@example.org,Ashley Wright,Repairs,Finance,44784,44797,Online,Low,4124,888,17362,41157,634,102,14998,17573
North America,New York,New York,GH PC Shop,4,Acer,Predator Helios 300,SSD,2GB,500GB,Vickie,Gonzalez,011-803-3968x013,william52@example.org,Jake Lee,New Sales,Bank Transfer,44424,44430,Online,Low,0,28,28266,0,632,972,24594,29401
North America,North Carolina,Kannapolis,LJ Computers,10,Lenovo,Legion 5,SSD,2GB,500GB,Kathryn,Hernandez,961.795.3688x023,qflowers@example.org,Craig Wheeler,New Sales,Bank Transfer,44495,44502,Online,Low,0,760,20221,0,427,36,18922,21129
Africa,Kenya,Nandi,ABC Computers,1,Lenovo,IdeaCentre AIO 3,HDD,2GB,500GB,Scott,Webb,(856)140-8510,wongbrent@example.org,Tonya Nolan,Second-hand Sales,Finance,44863,N/A,Offline,Low,0,973,19050,13020,507,280,15310,19398
Africa,South Africa,Eastern Cape,GH PC Shop,2,Toshiba,Libretto,SSD,8GB,500GB,Joanne,Martin,563-310-7580,brettmaldonado@example.com,Daniel Lane,Returns,Finance,44292,N/A,Offline,Medium,0,579,22430,14662,763,420,22370,27260
Africa,Ethiopia,Benishangul-Gumuz,KyaSand Tech Gadgets,10,Dell,Inspiron,HDD,8GB,1TB,Joseph,Long,690-491-5263x299,achandler@example.net,Jacob Spencer,Returns,Bank Transfer,44598,44601,Online,High,0,666,8164,0,517,482,5606,8313
North America,Pennsylvania,Lebanon,KyaSand Tech Gadgets,1,Lenovo,IdeaPad 5,SSD,16GB,1TB,Angela,Taylor,+1-340-664-2344x4808,qwright@example.com,Nathan Villarreal,New Sales,Cash,44457,44461,Online,Medium,0,716,14005,0,455,202,11828,15558
North America,Illinois,Oak Lawn,XYZ Tech,6,Toshiba,Chromebook,SSD,2GB,500GB,Jennifer,Anderson,001-615-286-9049x1253,lwhite@example.com,Jason Phillips,Returns,Bank Transfer,44278,N/A,Offline,Medium,0,902,20435,0,615,494,19043,21059
Africa,Ethiopia,Tigray,Jacks Hardware,2,HP,Probook,HDD,2GB,256GB,Miguel,Brown,-9769,schmittjake@example.com,Michael Summers,Second-hand Sales,Bank Transfer,45070,N/A,Offline,Low,0,205,5485,0,836,767,3601,6515
Africa,Morocco,Casablanca,A & A PCs,8,Apple,Apple Mac Pro,HDD,2GB,1TB,Christopher,White,511-599-9560,andrewblack@example.com,Gina Day,Second-hand Sales,Cash,44644,44662,Online,High,0,727,15588,0,764,722,13344,17915
Africa,Ethiopia,Harari,XYZ Tech,7,Apple,Apple Macintosh Classic,SSD,8GB,1TB,Samantha,Jenkins,(162)605-8254x022,jwilliams@example.com,Kenneth Herring,New Sales,Finance,44730,N/A,Offline,High,0,183,28338,40668,624,906,27562,30903
North America,Ohio,Strongsville,ABC Computers,4,Dell,Latitude,SSD,2GB,1TB,Justin,Pitts,001-401-205-6705x1202,leahglass@example.net,Ann Johnson,Second-hand Sales,Cash,44410,44419,Online,High,0,948,23618,0,850,113,22956,26461
Africa,Kenya,Kwale,S & A Computer Place,3,Acer,Predator Triton 500,HDD,8GB,500GB,James,Gonzalez,(324)503-8619x2192,heathercoleman@example.net,Jason Robinson,New Sales,Bank Transfer,44546,N/A,Offline,High,0,779,15261,0,485,521,12517,15690
Africa,Ghana,Volta,Mini Tech,2,Microsoft,Surface Hub,SSD,16GB,1TB,Steven,Anderson,001-264-338-8590x42546,melissarobinson@example.net,Sheila Nichols,New Sales,Bank Transfer,45045,N/A,Offline,High,0,274,27090,0,747,95,25315,27622
North America,North Carolina,Fayetteville,Western International PCs,6,Samsung,Galaxy Chromebook 2,HDD,4GB,500GB,Tracey,Marshall,-10293,howellkatrina@example.net,Brittany Franklin,Returns,Finance,45148,45172,Online,Medium,0,446,6908,8625,611,671,6750,10658
Africa,Botswana,Ghanzi,Frankies Hardware and Software,3,Acer,ConceptD 5,SSD,2GB,500GB,John,Fernandez,176-883-2880,aaguilar@example.org,Karen Hale,Repairs,Finance,45267,45287,Online,Medium,2989,355,13021,31799,435,421,10254,13578
North America,North Carolina,Chapel Hill,Frankies Hardware and Software,8,Lenovo,IdeaCentre AIO 3,HDD,2GB,1TB,Ashley,Haas,001-503-376-1149x129,lovejohn@example.net,Brady Walton,Repairs,Bank Transfer,44316,N/A,Offline,High,2468,709,27233,0,611,795,26278,28756
